Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood_happy,mood_sad,mood_energetic,mood_relaxing,mood_nostalgic,mood_romantic,mood_angry,mood_confident,mood_workout,mood_party,mood_study,is_happy,is_sad,is_energetic,is_relaxing,is_nostalgic,is_romantic,is_angry,is_confident,is_workout,is_party,is_study,primary_mood,top_moods,cluster
91158,1fvyYv3OG8g1V98OWDAthU,Panic! At The Disco,Tek It - New Noise,Viva Las Vengeance,1,206580,False,0.211,0.821,9,-5.423,0,0.0732,1.25e-05,0.0329,0.104,0.371,153.742,4,rock,0.5115985408753061,0.4213152259190938,0.7404626547259411,0.1104418294780325,0.4171611457237903,0.3537903454320563,0.7240789070786011,0.6039043733557022,0.7376091373111462,0.4529194216379538,0.3455628659367845,0,0,1,0,0,0,1,0,1,0,0,energetic,"['energetic', 'workout', 'angry']",2
27786,7FuOJwoa9XIwuJkLR8UNEN,Pola & Bryson;Telomic;Sammie Bella,Liquicity Reflections (Part One),Whisper To Me - Telomic Remix,16,340556,False,0.53,0.904,11,-5.842,0,0.0484,0.000675,0.545,0.161,0.219,171.934,4,drum-and-bass,0.4758160926629999,0.5021554763424482,0.8886991783389085,0.0783458245010884,0.2609919616167874,0.1996641434963968,0.8290610376016831,0.5686150404799126,0.8887788418999083,0.6183023866800356,0.5087717486816313,0,0,1,0,0,0,1,0,1,0,0,workout,"['workout', 'energetic', 'angry']",2
92428,0PkBTqRtN25z3oKasWoKlj,Roy Orbison,Sings Lonely and Blue,Only the Lonely,61,145533,False,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273,4,rockabilly,0.8117704682904532,0.1701319292462143,0.6129951875335085,0.4049536807655477,0.3680332471874719,0.5327587295704832,0.3133332050726269,0.7424181187326039,0.6265004317355992,0.6728279948107848,0.6739840129413406,1,0,0,0,0,0,0,1,0,0,0,happy,"['happy', 'confident', 'study']",3
40381,2Hi3vv6TII5u4q4MwPUQ6v,Lydia Moisés,O Encontro,Além do Rio Azul,42,269351,False,0.466,0.538,9,-8.314,1,0.0425,0.567,8.56e-06,0.109,0.238,75.125,4,gospel,0.366675423750217,0.6934364593718473,0.5254931002367634,0.4700205403753585,0.5579918153465315,0.563384975709043,0.6443678381431968,0.3931368437106799,0.5122389103199353,0.4717651136263747,0.7405687367260667,0,0,0,0,0,0,0,0,0,0,1,study,"['study', 'sad', 'angry']",1
58196,3zJuRO1rH2x9mjIRFA4qZB,VNV Nation,Judgement,Carry You,29,371733,False,0.514,0.81,7,-7.699,0,0.0452,0.00146,0.0589,0.215,0.289,132.012,4,industrial,0.4887108784962238,0.4924282707973808,0.7741383560462671,0.1241470381858537,0.3866837847676151,0.3009588709627377,0.746879358025947,0.5566528132586013,0.7629176462362814,0.5947542346140348,0.3713400295069664,0,0,1,0,0,0,1,0,1,0,0,energetic,"['energetic', 'workout', 'angry']",2
2542,7gyhWg9k5HkgWZq9V8nsrT,Everclear,Fiesta temática 90s,Santa Monica,0,191506,False,0.491,0.942,7,-5.333,1,0.109,0.156,0.0,0.367,0.398,100.441,4,alt-rock,0.5959292448432523,0.4832209469049711,0.79995430707109,0.1246701500551949,0.5633313721616625,0.3502852672309404,0.766950591543107,0.6788373304863945,0.7584733537706488,0.6474926928754212,0.3112273632889498,0,0,1,0,0,0,1,0,1,0,0,energetic,"['energetic', 'angry', 'workout']",2
76546,1d5fvFlXZGzDaQutkpdx15,Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,Classical Choice: Great Opera,"La favorite, Act I: “Una Vergine, Un Angiol Di Dio” (Fernand)",0,149466,False,0.333,0.171,9,-9.88,1,0.0378,0.993,0.00164,0.092,0.136,68.796,3,opera,0.1739722219942215,0.8536104977114087,0.2740408276619914,0.8010424888818417,0.6389043687256447,0.5559422038690458,0.5180705224482149,0.1556385912736239,0.2944690298539082,0.2621049994934307,0.8588468808200375,0,1,0,1,0,0,0,0,0,0,1,study,"['study', 'sad', 'relaxing']",4
65567,3omvXShuRPM3zbDpWYqf5g,TWICE,MORE & MORE,MORE & MORE,68,199653,False,0.739,0.841,5,-4.162,1,0.06,0.0312,0.0,0.173,0.562,106.99,4,k-pop,0.6935478700104157,0.3471535797984921,0.8090861976993199,0.1102988291837483,0.5517959497521165,0.4892128696958913,0.65150801372454,0.7111221260533039,0.7829674792491672,0.7835371129561176,0.337012564948524,0,0,1,0,0,0,0,1,1,1,0,energetic,"['energetic', 'party', 'workout']",0
32048,6FvZIDTCtmWC4KERBlLQ5f,Babasónicos,tardes tranqui,Como Eran Las Cosas,0,242520,False,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,4,electronic,0.5706613699256549,0.4419706726272329,0.555676776881419,0.462574618450229,0.6995553310527155,0.8194901322031294,0.4497302003679145,0.5158856649000395,0.5635146314528833,0.6371562931595686,0.7512742114107407,0,0,0,0,0,1,0,0,0,0,1,romantic,"['romantic', 'study', 'nostalgic']",1
82168,3GjNgJri0tX34qavdUSXuh,The 20 Belows,Wreckage,So Simple,28,137144,False,0.375,0.894,6,-2.063,1,0.039,2.49e-05,0.636,0.395,0.604,88.746,4,power-pop,0.6979954368967562,0.3296960084505327,0.7285759612289712,0.0678723799819276,0.4733494482924109,0.4724579012348747,0.6651810205479666,0.759283689836174,0.6852066039913142,0.6137589335594007,0.5542218605907415,0,0,1,0,0,0,0,1,0,0,0,confident,"['confident', 'energetic', 'happy']",3
8959,7pFBMeAmuOT7xMeV1HAk5p,Gary Moore,Ballads & Blues 1982-1994,One Day,51,240440,False,0.407,0.508,9,-9.213,0,0.0324,0.478,1.41e-06,0.18,0.459,79.583,4,blues,0.4898035519985318,0.5305791413752944,0.5007467138274103,0.4491400433744794,0.7115153704972552,0.7148825117316915,0.5264666104390592,0.4903140529479799,0.4925521533158232,0.477556910246826,0.7259244730353174,0,0,0,0,1,1,0,0,0,0,1,study,"['study', 'romantic', 'nostalgic']",1
7182,3eJXbcg0GFyI4DtyKChTZz,Balsam Range,Mountain Voodoo,The Girl From The Highlands,27,181687,False,0.661,0.647,11,-8.73,0,0.0326,0.595,0.00157,0.132,0.609,119.09,4,bluegrass,0.654221199511798,0.4259803789806478,0.6962965330941655,0.4385052368973503,0.7338956948613737,0.762559305445139,0.5231677029926366,0.6368831102807541,0.696016276025719,0.6900421506513861,0.689347372622983,0,0,0,0,1,1,0,0,0,0,0,romantic,"['romantic', 'nostalgic', 'energetic']",3
75411,5RVcMhbIaIfekTjo7zL8ij,Deuter;Annette Cantor,Garden of the Gods,Temple of Silence,53,556240,False,0.159,0.2,7,-20.036,0,0.0383,0.982,0.972,0.0454,0.0372,99.461,4,new-age,0.1026177627139736,0.8874535417883329,0.2935876269480873,0.823084853204372,0.6044969905472559,0.4973185696324267,0.5336302869337128,0.1200798159657351,0.3259986211294031,0.1568235165930871,0.8717099481401754,0,1,0,1,0,0,0,0,0,0,1,sad,"['sad', 'study', 'relaxing']",4
13374,0qAXmTUtBaQsdfUGvT4bIy,Ten City,My Peace of Heaven,My Peace of Heaven - International Mix,9,548706,False,0.731,0.569,11,-13.978,0,0.0538,0.00109,0.0478,0.136,0.78,121.404,4,chicago-house,0.7446047801917813,0.190032653563535,0.6710318526725157,0.246337943944968,0.3432706412755541,0.5207319424633703,0.3880763030186612,0.6843609003444288,0.6804306544396995,0.7392570160426151,0.5092142367384015,1,0,0,0,0,0,0,0,0,1,0,happy,"['happy', 'party', 'confident']",3
16827,6pRPTK8TjrWwJHyjeDDR7D,Wolfgang Amadeus Mozart;Maria João Pires,Mozart: A Night of Classics,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": III. Rondo (Allegretto)",8,98933,False,0.371,0.149,0,-24.082,1,0.0407,0.991,0.874,0.0795,0.712,106.331,4,classical,0.5327018756729746,0.4553246379239833,0.3235515720394729,0.8629515546934365,0.8230835543776268,0.7931160869732228,0.186565617743777,0.4373381121236385,0.3661190027407197,0.3980595568746083,0.8439000744625066,0,0,0,1,1,1,0,0,0,0,1,relaxing,"['relaxing', 'study', 'nostalgic']",1
43524,4KgipXGSA2OQrxnHsBt9ei,Housenick;Paul Lock,Take My Hand,Take My Hand - Paul Lock Remix,42,282157,False,0.662,0.71,5,-5.437,0,0.0323,0.0789,0.139,0.322,0.657,121.018,4,groove,0.7041341778694344,0.2848347380193931,0.735550509334482,0.1883028469071204,0.4777728632094873,0.5545793234187674,0.5436372740300308,0.6931533661239689,0.7297939347943265,0.7207911990519911,0.4676613035763542,1,0,1,0,0,0,0,0,1,1,0,energetic,"['energetic', 'workout', 'party']",3
66284,1V72GptGJ0r3PRzkprjnD7,Cooltime Kids,Kids Songs: Valentine's Party,You Are My Sunshine,16,119293,False,0.853,0.628,7,-8.699,1,0.049,0.0722,0.0,0.174,0.948,109.069,4,kids,0.8813867492079568,0.109140537137383,0.7160297772844005,0.231436491033407,0.2530549808249774,0.3870182944610542,0.3604502385713825,0.7996136297200088,0.7136482169602619,0.8592629054251223,0.4851146666630831,1,0,1,0,0,0,0,1,1,1,0,happy,"['happy', 'party', 'confident']",0
2792,5auwSKx96QcROy6CTGnHIl,Panteon Rococo,XX Años (En Vivo),Esta Noche - En Vivo,46,236026,False,0.387,0.953,0,-9.177,1,0.158,0.00155,0.000117,0.859,0.167,101.749,4,alt-rock,0.4433627772288044,0.5960076320323506,0.7838236102789968,0.0712778719097418,0.3107299395639311,0.1360213802186324,0.8609409686299203,0.566965341060739,0.741252293838959,0.5459788026555056,0.2271295583379967,0,0,1,0,0,0,1,0,1,0,0,angry,"['angry', 'energetic', 'workout']",2
90561,3TmnUIbelFiDzrhZqavHU0,Pat Boone,Pat Boone's Greatest Hits (Reissue),Speedy Gonzales,52,153093,False,0.589,0.447,11,-12.912,1,0.0748,0.821,0.0,0.0999,0.789,146.845,4,rock-n-roll,0.6971456290018079,0.3355365523541374,0.6036822031366941,0.6289648479996116,0.631481907341091,0.8014459093973194,0.3332120450476268,0.6272238532809701,0.6380862370588815,0.6261570031772048,0.8875487111451602,0,0,0,0,0,1,0,0,0,0,1,study,"['study', 'romantic', 'happy']",1
104345,70yCJ541LLy8nHH0VquRKy,Ana Torroja;Aleks Syntek,Conexión (En Vivo),Duele el Amor - En Vivo,32,268893,False,0.725,0.836,6,-5.845,0,0.0341,0.0652,0.0,0.797,0.674,129.984,4,spanish,0.7608147709216543,0.2634042430285238,0.8355801630983622,0.1326759985512494,0.4429006210750728,0.4707980132741223,0.5912374650186799,0.7655317039691922,0.8219206384141232,0.798253429122848,0.3617886817265878,1,0,1,0,0,0,0,1,1,1,0,energetic,"['energetic', 'workout', 'party']",0
4635,5ZWbnDBQ07zjDIBDSB9eAV,Little Symphony,Serenity,Meander,27,91428,False,0.107,0.117,0,-23.472,1,0.0531,0.704,0.835,0.118,0.232,174.17,3,ambient,0.1934864293321852,0.6405548070227954,0.3396999718461627,0.7558577993792884,0.5584660140703647,0.5180301791688642,0.3930331135853724,0.1771278961884063,0.4194296002300027,0.1439759040226309,0.7566076673548471,0,0,0,1,0,0,0,0,0,0,1,study,"['study', 'relaxing', 'sad']",4
73161,5tPC9sy0oSG2snV5L3PYB1,Pleasurekraft,Umbilicis Universalis,Ritual,38,420923,False,0.71,0.753,11,-9.525,1,0.0543,0.0136,0.881,0.097,0.0736,129.993,4,minimal-techno,0.3564066981431122,0.6333874050406557,0.784283874532194,0.1593588655487761,0.2169930383871903,0.1795596011585383,0.8114357398873289,0.4183144596535378,0.7790884649559433,0.6361284019820262,0.7325669940215438,0,0,1,0,0,0,1,0,1,0,1,angry,"['angry', 'energetic', 'workout']",2
32174,67Hna13dNDkZvBpTXRIaOJ,Massive Attack,Mezzanine,Teardrop,71,330773,False,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,4,electronic,0.33144791863107,0.5896488762214588,0.4944643897300577,0.2947670488261841,0.3159140168541482,0.4630385555879751,0.598468537353859,0.3217574763920133,0.4953695956076605,0.5093469611569919,0.7841130076239693,0,0,0,0,0,0,0,0,0,0,1,study,"['study', 'angry', 'sad']",1
42071,4qnrsi3w3WiFwGsLxQbOv3,Internal Rot,Grieving Birth,Transmission,17,57946,True,0.0614,0.988,1,-3.821,1,0.13,0.000659,0.867,0.544,0.0579,62.17,3,grindcore,0.3513941345965556,0.6992502217191696,0.6716354031911298,0.0363307494641444,0.1532416703702555,0.0382529158944737,0.9488527498837652,0.5292052719207941,0.6027425027161435,0.3589724841569447,0.5619534508734325,0,0,0,0,0,0,1,0,0,0,0,angry,"['angry', 'sad', 'energetic']",2
45451,7g9UkRIHKhrWdVXDw3uxJA,Joe Satriani,Strange Beautiful Music,Starry Night,36,233506,False,0.636,0.795,0,-4.161,1,0.0279,0.212,0.64,0.0971,0.84,144.143,4,guitar,0.8428106414866998,0.1768651872217357,0.8112563442873872,0.2033705498846691,0.3423330453665481,0.4128022978393479,0.5041964099970213,0.8291836656880316,0.8086803549033662,0.7727375703512923,0.6188544221004155,1,0,1,0,0,0,0,1,1,1,0,happy,"['happy', 'confident', 'energetic']",0
32969,6T6prTkN0PgnGPdW7lZ7Jv,Armen Miran;Hraach,Inevitable Ending,Aldebaran - Original,50,416188,False,0.801,0.63,2,-9.789,1,0.042,0.0455,0.867,0.098,0.231,116.007,4,electronic,0.4264185415159622,0.5523640323620138,0.7148709945954327,0.2237759684257446,0.3839675634206476,0.3679085801190574,0.6830278091932964,0.4361154535402449,0.7155926336908244,0.6794446931662299,0.8047939724379258,0,0,1,0,0,0,0,0,1,0,1,study,"['study', 'workout', 'energetic']",2
13378,0nuqdgFRK6d42Zsv6jg4YV,Cajmere;Sonny Fodera,Too Underground For The Main Stage,CO2 Vapor Remix - Original Mix,10,387898,False,0.811,0.705,9,-8.783,1,0.0847,0.0768,0.833,0.104,0.654,118.997,4,chicago-house,0.7164367990433508,0.2880415584921705,0.7646486887514329,0.2021447341955548,0.4828024829197732,0.5588668757855588,0.5287288579261643,0.6890990200937965,0.7592687224277809,0.7986076564439911,0.7327166377044346,1,0,1,0,0,0,0,0,1,1,1,party,"['party', 'energetic', 'workout']",3
29412,19wt47erWf03RJaFe1lbLW,Rogue,Empires,Empires,46,249364,False,0.349,0.774,4,-6.312,1,0.0539,0.00187,0.000134,0.306,0.398,173.277,4,dubstep,0.5284542701459907,0.3876898705821598,0.7734058341228256,0.1337946982337916,0.4072335529437905,0.3990634823578695,0.686793465701407,0.5938562041661901,0.7864665581510255,0.5178740375463684,0.3674153317807579,0,0,1,0,0,0,0,0,1,0,0,workout,"['workout', 'energetic', 'angry']",2
21327,2BTjYq2KANT84EiAcTxPsJ,Apache Indian;Luciano,Time For Change,Calling Out to Jah,2,263160,False,0.732,0.922,8,-4.78,1,0.246,0.0416,0.0,0.0698,0.962,149.971,4,dancehall,0.9692050185930312,0.0584326686713114,0.9151243054720688,0.0837732354169731,0.1612149913780714,0.2104101544442965,0.5035907219526001,0.9554479480433652,0.903104039467003,0.8905801358417681,0.2344770481434686,1,0,1,0,0,0,0,1,1,1,0,happy,"['happy', 'confident', 'energetic']",0
78172,01mFbAPHIQC6VZra04PkuU,Höhner,Karneval Klassiker,Hey Kölle du bes e Jeföhl,0,249533,False,0.662,0.877,2,-5.042,1,0.033,0.137,0.0,0.855,0.645,119.976,4,party,0.7487562501434446,0.3056221681984061,0.8302488616142001,0.1423554900192536,0.5134550740721597,0.4890470996535963,0.626356466770375,0.7715280690382685,0.8067402745517913,0.7712580927213372,0.3663789023708478,1,0,1,0,0,0,0,1,1,1,0,energetic,"['energetic', 'workout', 'confident']",0
69155,3YJhk1j7I3JGekpNKVf0Jn,Thaikkudam Bridge,Navarasam,Urumbu,38,313624,False,0.632,0.883,11,-6.232,0,0.0537,0.0284,0.0,0.169,0.661,100.002,4,malay,0.7575034748603745,0.2897983268501854,0.7983282622683595,0.0997991069448271,0.4569622412318415,0.4449337481277583,0.6168102423829103,0.782697220421703,0.7635661692425837,0.7604506352667117,0.3125778916841912,1,0,1,0,0,0,0,1,1,1,0,energetic,"['energetic', 'confident', 'workout']",0
11453,13DmLN6GwgZqrJ10ekTgfs,Laura Marling;Antony Genn;Martin Slattery,Red Right Hand,Red Right Hand,50,87133,False,0.447,0.058,0,-21.547,1,0.0358,0.917,1.15e-06,0.102,0.0711,95.482,4,british,0.1099890030280913,0.8556561071282536,0.2735138985777608,0.8601935392705469,0.5989556327117895,0.4277762174491055,0.4475920024209777,0.0654846786390615,0.3202500238697811,0.2736643055912062,0.7608709890033054,0,1,0,1,0,0,0,0,0,0,1,relaxing,"['relaxing', 'sad', 'study']",4
61426,1Bk8SyO8nopvzl01qkMlTH,Chisato Moritaka,ザ・シングルス 1987-1992 (2012 Remaster),ファイト!! - 2012 Remaster,23,300360,False,0.729,0.765,2,-5.995,1,0.0352,0.359,0.000248,0.0622,0.623,128.021,4,j-idol,0.7070485306367863,0.3595217560283428,0.7928385423498214,0.2829571562606674,0.6097437977415491,0.625182116154089,0.5816709094016573,0.703689581982944,0.7854921357919308,0.7670123426926638,0.5224906680223632,1,0,1,0,0,0,0,1,1,1,0,energetic,"['energetic', 'workout', 'party']",3
4554,3sAatKUX1OkCIAkopdMRTU,Christian Löffler;Mohna,Haul,Haul - Radio Edit,52,217134,False,0.615,0.417,11,-15.441,0,0.0373,0.287,0.862,0.215,0.117,117.982,4,ambient,0.2686760111005294,0.6739953671167679,0.551504663136757,0.4314812071293479,0.3861105016801684,0.4655834858234964,0.6148021809017573,0.270415983528425,0.5740590935562738,0.4876528815529149,0.9324140541377174,0,0,0,0,0,0,0,0,0,0,1,study,"['study', 'sad', 'angry']",4
21825,6YCkARFQggwUEmqTUyfIgx,Capleton,Prophecy,Tour,27,286333,False,0.892,0.65,1,-7.251,0,0.107,0.0722,1.19e-06,0.0555,0.394,97.061,4,dancehall,0.5446055247824317,0.4709777093144467,0.7207715747105059,0.2169585562440772,0.519697171235218,0.4819233327675417,0.6285437859364522,0.5290985117118492,0.7100812109623132,0.7693521499187226,0.4537954908647302,0,0,1,0,0,0,0,0,1,1,0,party,"['party', 'energetic', 'workout']",3
17221,6T3EnxsNJDW5SnpFYfDhT4,Hyper;WARGASM (UK),Spoiler (Recoil),Spoiler - Recoil,43,240000,False,0.491,0.777,5,-7.002,1,0.0533,0.00327,0.0411,0.129,0.255,89.954,4,club,0.4546304625413319,0.550741513128918,0.6900384605685911,0.1357529729359919,0.3642710512496778,0.2946870340271905,0.7503277916129087,0.522675105806993,0.6600715325509685,0.5646894211993707,0.3815305564733812,0,0,0,0,0,0,1,0,0,0,0,angry,"['angry', 'energetic', 'workout']",2
64071,1yXt5zzy2Gcf9IhlepvfGh,Norah Jones,Best Christmas Songs 2022 | For under the Mistletoe,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz,0.4372512653307702,0.5384060975543993,0.6176196751181704,0.4176256238278244,0.610953972123569,0.6162589497295775,0.6023007301208212,0.4546383497921989,0.6396173427510417,0.4786888390475908,0.69748359681997,0,0,0,0,0,0,0,0,0,0,0,study,"['study', 'workout', 'energetic']",1
108223,5N77EfgsfKTogt2BMe6QAR,Otros Aires,Tricota,Quisiera Que Estes Conmigo,23,238520,False,0.319,0.66,9,-5.336,0,0.0585,0.441,0.00555,0.0699,0.32,79.254,4,tango,0.4407162487261731,0.6112283140308279,0.5672377585785985,0.3570958998001211,0.580735129684729,0.5228177300896076,0.6747593046765792,0.4965366479836302,0.5426670952222981,0.4489732022433006,0.6114290179175483,0,0,0,0,0,0,0,0,0,0,0,angry,"['angry', 'study', 'sad']",1
27661,6oj95LjRQSKa5oY6aexgpa,Teddy Killerz,INEEDU / SOYUZ,INEEDU,38,213942,False,0.541,0.997,11,-0.513,0,0.449,0.00146,0.774,0.309,0.27,175.042,4,drum-and-bass,0.5380383706734614,0.4672800604034565,0.9492447597723984,0.0204628000078449,0.2982352767584912,0.1866041870785152,0.8702721797730485,0.6415856432938067,0.9414360916612056,0.6645860014851249,0.4197825993969956,0,0,1,0,0,0,1,0,1,0,0,energetic,"['energetic', 'workout', 'angry']",2
81644,62mo6hlcn33B701x3TVdrH,Feid;Sky Rompiendo,Perreo Tenebroso Vol. 3,RELXJXTE,0,185813,False,0.859,0.575,6,-6.845,1,0.0798,0.0941,0.00018,0.105,0.607,93.007,4,pop,0.6514057546187649,0.3439826180178891,0.6641040661374189,0.2550979833932447,0.5169285171943774,0.6674116298069059,0.4993739518734154,0.5994458636773808,0.6588167982886245,0.773122568945583,0.5162222103352727,0,0,0,0,0,0,0,0,0,1,0,party,"['party', 'romantic', 'energetic']",3
89760,7hOfyNuj2dLc0HAEYVDIYS,Nicky Jam;Enrique Iglesias,Fénix,El Perdón - Forgiveness,51,206666,False,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013,4,reggaeton,0.7141380373929335,0.34968755331195,0.7140183232965852,0.2513137433608672,0.5382203154213122,0.5983089359255909,0.5548576798525843,0.6971975445151943,0.6915690893267539,0.7631882338814684,0.508530501663294,1,0,1,0,0,0,0,0,0,1,0,party,"['party', 'happy', 'energetic']",3
110637,6BEZw2d7m5ygLItc1HexzV,Digicult,The Lucid Nation,Microcosmos - Original Mix,32,438891,False,0.55,0.953,8,-5.126,1,0.0384,0.000417,0.767,0.122,0.188,144.992,4,trance,0.4737725604361646,0.5450600654066292,0.8833431984663752,0.0554862643206687,0.2807931981901608,0.1508616782142077,0.8683475816651872,0.5776413619552371,0.8644015532596754,0.6380086377196188,0.5714568639292406,0,0,1,0,0,0,1,0,1,0,0,energetic,"['energetic', 'angry', 'workout']",2
94025,2po3166NqW72LwAwh8Hbld,Papithbk,Thbk.,Why Am I Waiting,70,95680,True,0.747,0.387,1,-10.671,1,0.471,0.347,0.0,0.254,0.234,126.054,4,sad,0.3467043580011816,0.6054674994439572,0.5765595394909752,0.4503501577041788,0.4939976756960113,0.5683357548864911,0.5679573441845911,0.3147214702405918,0.6072422310729544,0.5739261750915244,0.5935894968364297,0,0,0,0,0,0,0,0,0,0,0,workout,"['workout', 'sad', 'study']",1
